,state,gender,avg_fam_income,pobc2,avggift,domain,target_d,med_fam_income_binned,med_home_val_transformed
2940,AR,F,566.0,61,5,C1,10.0,Moderate,-0.21758961568365986
2941,MI,F,276.0,90,6,R3,8.0,Low,-0.9648778011419222
2942,CA,F,636.0,43,25,S1,25.0,Moderate,1.2305592544118626
2943,CA,Female,457.0,40,3,U1,9.0,Moderate,1.8484662787615915
2944,KY,Female,167.0,83,13,R3,10.0,Low,-1.3927559197574249
2945,MS,Female,484.0,68,13,R1,23.0,Moderate,-0.0063463636536754174
2946,CA,Female,551.0,58,4,S2,4.0,Moderate,1.524589734368264
2947,WI,Female,390.0,85,5,C2,10.0,Low,-0.6104385371071973
2948,AR,F,374.0,40,7,T2,10.0,Low,-0.7039230278253343
2949,LA,Male,561.0,71,6,T1,5.0,Moderate,-0.13863809209620834
2950,MI,Female,423.0,81,7,C2,9.0,Moderate,-0.011822906217693075
2951,TX,Female,404.0,54,9,C2,5.0,Low,-0.6637147796468237
2952,AZ,F,829.0,29,12,S1,10.0,Moderate,1.0897261064837855
2953,SD,Male,304.0,18,3,R2,3.0,Low,-0.9597120187731529
2954,WA,Female,254.0,51,5,C3,6.0,Low,-0.8365328988398955
2955,IL,Male,463.0,66,3,S2,4.0,Moderate,-0.5590300466871121
2956,WI,Male,303.0,87,15,R3,15.0,Low,-1.1446865171528946
2957,WA,Female,608.0,55,5,S1,5.0,Moderate,1.084457281718041
2958,CA,Female,745.0,56,28,C1,25.0,Moderate,1.8331326901386678
2959,NV,Male,488.0,12,5,T2,5.0,Moderate,0.48061848253457984
2960,IN,Male,304.0,69,15,S2,10.0,Low,-0.7586055564822991
2961,AZ,F,295.0,34,4,C3,6.0,Low,-0.45761504270441955
2962,CA,Female,391.0,52,8,C2,9.0,Low,0.43458379835121114
2963,CA,Female,278.0,27,25,U2,28.0,Low,1.4182623723304295
2964,IN,Male,321.0,73,30,S2,50.0,Low,-0.4341863122290092
2965,SC,Male,343.0,49,7,T2,21.0,Low,-0.6637147796468237
2966,AL,Female,459.0,88,5,C3,5.0,Moderate,-0.371121241933748
2967,CA,Male,711.0,45,13,U1,20.0,Moderate,1.6611596353947962
2968,FL,Male,443.0,47,12,T2,15.0,Moderate,-0.3354909437143729
2969,TX,Female,359.0,73,13,R2,15.0,Low,-0.9752689713772986
2970,NC,Female,371.0,71,11,0,18.0,Low,-0.3866463560613026
2971,NC,Male,362.0,80,20,T2,15.0,Low,-0.6741878327698271
2972,AZ,F,386.0,1,10,C1,11.0,Low,-0.29738133654416155
2973,IL,Female,519.0,77,22,0,25.0,Moderate,0.01132886854473784
2974,AL,Female,364.0,99,5,T2,10.0,Low,-0.769798714617965
2975,FL,Male,297.0,36,14,C3,15.0,Low,-0.5845103429262625
2976,AL,Female,306.0,64,8,R3,12.0,Low,-0.9016747287192898
2977,CA,Female,575.0,44,9,U1,11.0,Moderate,1.384649258667289
2978,NV,Female,482.0,26,7,C2,5.0,Moderate,0.10342490714251724
2979,WA,Male,408.0,42,5,U2,5.0,Low,0.4980966846296425
2980,MI,Male,621.0,76,10,S1,10.0,Moderate,0.2423207585388045
2981,MI,Female,260.0,52,5,R3,7.0,Low,-1.0339027918531611
2982,FL,Male,579.0,28,11,C1,20.0,Moderate,0.6044409259556583
2983,NM,Female,291.0,28,7,T2,8.0,Low,-0.3439003936040499
2984,NC,Female,388.0,73,6,T2,6.0,Low,-0.4485611938736955
2985,IL,Female,342.0,62,4,U2,10.0,Low,-0.14755271724335495
2986,IL,Male,514.0,83,15,T2,15.0,Moderate,0.35883178434038115
2987,AZ,F,829.0,29,32,0,50.0,Moderate,1.0897261064837855
2988,TX,Male,313.0,67,10,0,10.0,Low,-0.5766233842470749
2989,OR,Female,283.0,46,15,S2,15.0,Low,-0.6286609980221994
2990,ID,Male,241.0,58,15,T2,15.0,Low,-0.904147478518596
2991,MO,Male,305.0,77,14,R2,10.0,Low,-1.129947894753364
2992,TX,Female,393.0,53,10,S1,12.0,Low,0.13262194267446714
2993,TX,Female,331.0,76,7,T2,15.0,Low,-0.43239895890525193
2994,AZ,F,338.0,32,9,T2,20.0,Low,0.02345669400341774
2995,MO,Male,225.0,80,3,R3,3.0,Low,-1.8303313084426487
2996,SC,Male,221.0,75,12,T2,20.0,Low,-0.6409367675795505
2997,AZ,F,419.0,38,13,T1,25.0,Low,0.06980303705436769
2998,IL,Male,228.0,63,4,R3,5.0,Low,-1.5759293700929629
2999,CA,Female,826.0,50,11,C1,14.0,High,2.018003671791178
3000,OR,Female,364.0,51,5,C2,5.0,Low,-0.5339800760904388
3001,CA,Female,178.0,24,7,C3,5.0,Low,0.896495107048304
3002,CA,Female,508.0,27,12,U1,20.0,Moderate,2.140480688640205
3003,HI,F,321.0,55,20,R2,20.0,Low,-0.17914752231292158
3004,WA,Female,408.0,63,21,S2,25.0,Moderate,0.2352200478952529
3005,OR,Male,405.0,48,7,S2,10.0,Low,-0.32879596866404054
3006,TX,Female,762.0,55,7,C1,10.0,Moderate,0.19806323998356629
3007,SC,Male,655.0,60,4,C1,5.0,Moderate,-0.04366915975149526
3008,FL,Female,406.0,19,10,T2,15.0,Low,0.014031566569612535
3009,WA,Male,447.0,57,9,U1,10.0,Moderate,0.39927070165889306
3010,MT,Female,388.0,50,15,R1,20.0,Low,-0.11364304410368364
3011,ND,Female,266.0,61,10,T3,11.0,Low,-1.1387709461817201
3012,NC,Female,567.0,62,12,T1,25.0,Moderate,0.9309899610910203
3013,WI,Female,776.0,64,9,S1,12.0,Moderate,0.38951808906534885
3014,CA,Male,438.0,58,16,C2,20.0,Moderate,0.2948459141988592
3015,WV,Female,291.0,80,6,T2,12.0,Low,-0.6533168539731422
3016,MO,Male,342.0,89,5,R2,10.0,Low,-0.6595466642556296
3017,CA,Female,279.0,41,11,R3,15.0,Low,-0.47404955662023174
3018,WA,Male,564.0,63,23,T1,25.0,Moderate,0.8178683921154938
3019,CA,Male,393.0,51,7,U3,15.0,Low,0.2948459141988592
3020,AZ,F,226.0,26,4,C3,7.0,Low,-0.443154681486336
3021,SC,Female,264.0,96,16,R3,10.0,Low,-0.8247980488579699
3022,TX,Female,496.0,74,5,C2,5.0,Moderate,-0.7233684818718156
3023,WI,Female,308.0,63,8,R3,10.0,Low,-0.8796178702847458
3024,MI,Female,439.0,69,5,C2,7.0,Moderate,-0.45943231548208624
3025,FL,Male,817.0,15,6,C1,10.0,High,1.7859537580902225
3026,NC,Male,525.0,36,7,C1,3.0,Moderate,0.5781791575892213
3027,GA,Female,383.0,70,10,C2,17.0,Low,-0.3694058353144935
3028,FL,Female,464.0,26,20,U2,20.0,Moderate,0.2948459141988592
3029,TX,Male,381.0,65,4,S2,20.0,Low,-0.936706505749856
3030,WI,Female,315.0,84,9,C2,20.0,Low,-0.9571365013554903
3031,MO,Male,761.0,62,9,C1,16.0,Moderate,-0.2762443994843078
3032,CA,Male,452.0,60,10,T2,5.0,Moderate,0.09701080970413044
3033,AK,F,590.0,24,20,C2,25.0,Moderate,0.15264212310042205
3034,CA,Male,514.0,60,21,S2,30.0,Moderate,1.3365391687673707
3035,FL,Female,240.0,17,6,C3,8.0,Low,-0.9443317909648807
3036,AR,F,276.0,73,8,R3,10.0,Low,-1.0176552543036295
3037,CA,Female,412.0,39,15,R2,15.0,Moderate,-0.10491223644804151
3038,FL,Female,525.0,13,12,C1,20.0,Low,0.7430887566795749
3039,FL,Female,470.0,37,14,S2,50.0,Moderate,-0.2665838427179091
3040,MS,Female,393.0,58,6,T3,15.0,Low,-0.6762915701264005
3041,NC,Female,649.0,54,8,C2,20.0,Moderate,1.4118396155311574
3042,CA,Female,744.0,27,12,T1,15.0,Moderate,1.4538754100046865
3043,CA,Female,510.0,63,13,S1,20.0,Moderate,1.7619868750278824
3044,AZ,F,229.0,40,20,C3,25.0,Low,-0.547416072706097
3045,MN,Female,265.0,82,15,U3,15.0,Low,-1.0149664700943204
3046,CA,Female,401.0,58,6,0,8.0,Moderate,0.39385914066807753
3047,CA,F,661.0,36,8,C1,15.0,Moderate,1.4802002108475414
3048,CA,Female,212.0,59,11,C3,10.0,Low,-0.4075932706184979
3049,CA,Male,493.0,47,25,S1,20.0,Moderate,1.3049697469129358
3050,AZ,Male,382.0,24,6,C1,5.0,Low,0.38407692378177755
3051,NC,Male,519.0,66,12,T2,25.0,Moderate,-0.10346163989821332
3052,FL,Male,552.0,33,11,T2,5.0,Moderate,0.2992546077879125
3053,IL,Female,663.0,63,22,0,25.0,Moderate,0.7484643159514995
3054,WY,Male,456.0,25,10,R1,15.0,Moderate,0.7502528037341255
3055,KS,Female,493.0,31,8,U1,10.0,Moderate,-0.3254592435704086
3056,FL,Female,348.0,8,18,S1,5.0,Low,-0.08758960035860552
3057,IN,Male,396.0,72,8,R2,10.0,Low,-0.42527042345007415
3058,OR,Male,412.0,56,8,S2,5.0,Low,-0.2553874408623507
3059,KY,Female,832.0,74,5,T1,5.0,High,1.0761497460319764
3060,OK,Female,500.0,68,12,T1,20.0,Moderate,-0.3254592435704086
3061,CA,Male,1093.0,59,25,T1,30.0,Very High,2.8359068425511045
3062,MI,F,331.0,89,5,C3,10.0,Low,-1.0475956608562207
3063,CA,Female,572.0,55,9,S1,15.0,Moderate,1.5300745932351465
3064,CA,Female,437.0,55,13,C2,20.0,Moderate,0.6689866671552981
3065,FL,Male,616.0,23,13,S3,20.0,Moderate,0.5143952043050829
3066,FL,Male,327.0,8,9,C2,10.0,Low,-0.32046750890807135
3067,IL,Male,502.0,71,5,C3,8.0,Moderate,-0.6104385371071973
3068,FL,Female,441.0,30,4,S2,5.0,Moderate,0.21734035196288337
3069,MN,Male,320.0,79,7,R2,20.0,Low,-0.6266250356525862
3070,IL,Male,471.0,65,4,T2,10.0,Moderate,-0.14755271724335495
3071,TX,Female,511.0,51,20,S1,20.0,Moderate,-0.10201233279304546
3072,WA,Female,761.0,53,13,S1,22.0,Moderate,1.167878620319283
3073,CA,Female,444.0,52,13,S2,20.0,Moderate,0.8495327616661038
3074,IN,Female,530.0,57,9,S1,10.0,Moderate,0.17366030890453918
3075,GA,Male,688.0,34,6,C1,9.0,Moderate,0.6083001574925464
3076,CA,Male,349.0,63,15,R1,20.0,Low,0.33434450716859165
3077,OR,Female,272.0,55,23,T3,23.0,Low,-0.8844889501667759
3078,MI,Male,371.0,87,8,S2,10.0,Low,-0.43776732212276204
3079,IA,Male,325.0,66,10,C2,13.0,Low,-0.25379441070633457
3080,IL,Female,655.0,57,15,C1,15.0,Moderate,0.6121513994430452
3081,WI,Female,231.0,54,9,R2,5.0,Low,-0.547416072706097
3082,KS,Male,302.0,31,3,C2,3.0,Low,-0.4395609901889853
3083,MN,Female,321.0,82,7,R2,10.0,Low,-0.8039203100810107
3084,IL,Male,377.0,86,8,R2,15.0,Low,-0.5512773165966846
3085,CA,Female,528.0,26,20,U1,35.0,Moderate,0.6577567804091969
3086,NC,Male,338.0,77,8,T2,9.0,Low,-0.516881151185021
3087,KY,Female,537.0,56,7,S1,10.0,Moderate,-0.01731757607607751
3088,NE,Female,394.0,62,15,C2,10.0,Low,-0.7586055564822991
3089,AZ,F,267.0,19,10,0,20.0,Low,-0.5282586607953467
3090,NC,Female,207.0,88,25,S1,20.0,Low,-1.3022439903979635
3091,Tennessee,Female,329.0,67,8,R2,12.0,Low,-0.4777260548940324
3092,FL,Female,283.0,39,3,C3,5.0,Low,-0.6868564596548636
3093,CA,Male,645.0,60,17,C1,22.0,Moderate,1.6089630974535631
3094,FL,Female,756.0,36,10,U1,18.0,Moderate,0.20048465775030297
3095,CA,Female,574.0,29,35,S1,50.0,Moderate,1.524589734368264
3096,GU,Male,0.0,0,6,T2,10.0,Low,-4.179470003798405
3097,MT,Female,329.0,46,8,R2,12.0,Low,-0.1341991240669175
3098,NC,Female,492.0,58,13,C1,12.5,Moderate,-0.0380864440662403
3099,GA,F,325.0,50,5,R3,7.0,Low,-0.813160916914653
3100,CA,Female,276.0,23,13,T3,15.0,Low,-0.3138366038194736
3101,CA,Male,1228.0,41,22,S1,22.0,Very High,2.9773176451946415
3102,LA,Female,238.0,75,8,C2,13.0,Low,-0.42171860339956496
3103,NC,Female,326.0,86,5,T2,7.0,Low,-0.7190244061523552
3104,IN,Male,347.0,78,7,C3,7.0,Low,-0.9520001058756956
3105,MT,Female,186.0,88,21,R2,5.0,Low,-0.962292444773293
3106,WA,Male,534.0,43,3,U1,5.0,Moderate,0.6912472937553731
3107,WA,Female,476.0,42,7,T1,15.0,Moderate,0.47648146211636605
3108,CA,Female,711.0,21,20,U4,50.0,Moderate,2.62920827657222
3109,KY,Male,201.0,82,11,R3,5.0,Low,-1.1625973796955673
3110,TX,Female,648.0,56,10,C1,20.0,Moderate,0.2197349766719818
3111,MI,Male,303.0,79,11,U1,14.0,Low,-0.37800199741197754
3112,CA,Male,408.0,41,7,S1,14.0,Low,0.8152781098397913
3113,FL,Male,468.0,45,12,C1,25.0,Moderate,-0.3321398567716309
3114,NM,Male,289.0,69,13,T2,25.0,Low,-0.5112246742278878
3115,WA,Male,285.0,56,2,U3,5.0,Low,-0.5944287233426877
3116,NC,Female,268.0,88,10,C2,15.0,Low,-0.8224628656722361
3117,CA,Female,410.0,45,16,S2,25.0,Low,-0.0562998069290141
3118,CA,Male,566.0,58,12,S1,5.0,Moderate,1.508665717140551
3119,FL,Female,520.0,16,15,C2,20.0,Moderate,-0.0366937095969986
3120,MO,Male,313.0,79,7,R2,100.0,Low,-0.7924543965704641
3121,FL,Female,511.0,10,6,C2,9.0,Low,-0.10927178948915643
3122,CA,Female,547.0,59,9,S1,15.0,Moderate,1.664595666172852
3123,CA,Male,540.0,47,10,U1,13.0,Moderate,1.0425716877039972
3124,TX,Male,350.0,71,10,T1,10.0,Low,-0.20210172630264756
3125,AZ,Male,283.0,46,4,R2,5.0,Low,-0.7519318160577074
3126,AL,F,415.0,80,8,S1,10.0,Low,-0.40232968395076874
3127,AL,Female,261.0,88,15,R3,20.0,Low,-1.0016030504755233
3128,NE,Male,433.0,65,7,S2,15.0,Moderate,-0.3866463560613026
3129,IL,Male,278.0,86,4,T3,4.0,Low,-1.1838131083390535
3130,OR,Female,455.0,45,15,S2,21.0,Moderate,0.04082080499149707
3131,NV,F,340.0,26,10,C2,16.0,Low,-0.12535748988678344
3132,FL,Female,643.0,26,7,U1,15.0,Moderate,0.3410564247576272
3133,IL,Male,437.0,56,30,U1,30.0,Moderate,0.14140963033309062
3134,NV,Female,440.0,18,8,S2,5.0,Moderate,-0.04366915975149526
3135,CA,Male,624.0,44,10,S1,16.0,Moderate,2.001799525758039
3136,CA,Male,526.0,60,12,0,15.0,Moderate,0.6921691384690828
3137,FL,Male,249.0,41,8,C3,10.0,Low,-0.22539034582405082
3138,CA,Male,523.0,61,7,U2,20.0,Moderate,1.1635342383584346
3139,WA,Female,681.0,36,13,T1,15.0,Moderate,0.2646174614080163
3140,CA,Female,744.0,27,17,T1,27.0,Moderate,1.4538754100046865
3141,CA,Female,667.0,58,12,S1,14.0,Moderate,2.0779000392100833
3142,LA,Male,339.0,89,6,T2,12.0,Low,-0.5805615969655451
3143,IN,Female,393.0,51,3,S2,3.0,Low,0.06980303705436769
3144,NC,Male,340.0,36,5,C2,5.0,Low,-0.45398701820556
3145,CA,Female,697.0,46,21,S1,25.0,Moderate,1.509280362342098
3146,NC,F,289.0,89,3,R3,1.0,Low,-0.9468830870346618
3147,SC,Female,398.0,26,5,T3,5.0,Low,-0.0063463636536754174
3148,OR,Male,301.0,56,7,R2,10.0,Low,-0.6826212214097763
3149,IL,Male,241.0,79,7,C3,14.0,Low,-0.06619109387361334
3150,AR,F,249.0,31,8,R2,20.0,Low,-0.8531295365084859
3151,TX,Female,409.0,45,9,R1,10.0,Low,0.05273761526121486
3152,CO,Female,316.0,25,20,R1,20.0,Low,-0.08472026472890433
3153,MS,Male,289.0,84,8,R2,10.0,Low,-0.701778601622563
3154,NE,Female,426.0,62,3,S2,10.0,Moderate,-0.5131077942523437
3155,TX,Female,209.0,62,8,C3,13.0,Low,-1.0980990175729868
3156,GA,F,565.0,46,10,T2,16.0,Moderate,0.03949147621937092
3157,CA,Male,807.0,22,5,S1,10.0,High,2.8906554240204927
3158,IL,Female,725.0,79,8,S1,10.0,Moderate,1.0821949883501545
3159,OK,Female,394.0,59,15,T2,10.0,Moderate,-0.4040822057645899
3160,GA,Female,341.0,75,15,R2,15.0,Low,-0.5864886863707235
3161,GA,Female,692.0,10,5,R2,5.0,High,1.75979527022729
3162,MT,Female,476.0,57,9,C2,15.0,Moderate,-0.12829934970586074
3163,SC,Female,317.0,83,8,T2,15.0,Low,-0.6783983737416389
3164,CA,F,373.0,54,9,S2,14.0,Low,0.3140547093213673
3165,FL,Male,463.0,24,4,S2,2.0,Moderate,-0.34727696265997876
3166,IL,Male,551.0,68,16,C1,25.0,Moderate,0.5693418421257711
3167,IL,Female,435.0,78,5,S2,11.0,Moderate,-0.025593876235808232
3168,SC,Male,356.0,83,7,T2,8.0,Low,-0.774300870362287
3169,ID,Male,303.0,38,19,S1,35.0,Low,-0.5037157562462286
3170,NC,Female,309.0,71,3,R2,6.0,Low,-0.5244565280321947
3171,CA,Male,0.0,0,22,0,25.0,Low,-4.179470003798405
3172,CA,Male,845.0,49,7,S1,10.0,High,2.324035021430224
3173,MS,Male,286.0,64,9,R3,10.0,Low,-0.8318271106473094
3174,FL,Male,323.0,33,10,U4,15.0,Low,-0.7878940626394503
3175,CA,Female,406.0,27,11,U2,10.0,Low,1.3478416526981587
3176,MI,Female,329.0,68,11,C3,21.0,Low,-1.1930140804686726
3177,IL,Male,363.0,76,8,S2,10.0,Low,-1.9658566606722359
3178,ND,Male,261.0,89,4,R3,10.0,Low,-1.3927559197574249
3179,TX,Male,394.0,60,19,R2,25.0,Low,-0.3540522288737428
3180,CA,Female,746.0,53,5,U1,5.0,Moderate,1.9874650917872034
3181,MO,Female,216.0,62,17,R3,16.0,Low,-1.1930140804686726
3182,OR,Female,454.0,45,13,T2,17.0,Low,0.02881870818920553
3183,CA,Female,352.0,51,8,S2,10.0,Low,0.21254115753032812
3184,TX,Male,373.0,70,9,C2,10.0,Low,-0.4703819834913024
3185,FL,Male,649.0,18,8,C1,10.0,Moderate,0.47751660000278867
3186,CA,Female,1051.0,43,15,S1,20.0,High,2.7903293923841517
3187,UT,Female,295.0,67,5,R2,10.0,Low,-0.6185094178333845
3188,CA,Female,388.0,71,7,R2,12.0,Low,0.2948459141988592
3189,SC,F,362.0,43,14,C1,22.0,Low,-0.4981086171759812
3190,IL,Female,306.0,80,10,T3,11.0,Low,-1.0096050767928546
3191,CO,Male,430.0,45,23,S3,37.0,Moderate,-0.24426975459821712
3192,IL,Male,309.0,71,9,R3,15.0,Low,-1.0096050767928546
3193,MN,Male,435.0,64,11,S2,20.0,Low,-0.5055894651153123
3194,WI,Female,339.0,90,9,R3,15.0,Low,-1.2022817442692821
3195,CA,F,431.0,63,14,R2,20.0,Moderate,0.2611157982697248
3196,LA,Female,417.0,65,15,T1,24.0,Moderate,-0.3304670151088397
3197,ND,Male,418.0,84,5,C1,5.0,Moderate,-0.3422148588029087
3198,MI,Male,306.0,87,9,R3,20.0,Low,-0.8108450511724447
3199,CA,F,981.0,32,5,U1,5.0,High,2.8913410840739804
3200,MI,Male,713.0,72,35,S1,50.0,Moderate,0.27159983364532625
3201,CA,Female,224.0,74,5,C3,10.0,Low,-0.6024118247598383
3202,IL,Male,350.0,72,37,R2,30.0,Low,-0.501844383129931
3203,FL,F,291.0,31,13,0,20.0,Low,-0.4485611938736955
3204,MS,Female,357.0,75,5,C2,4.0,Low,-0.9674681098171982
3205,CA,Female,386.0,59,10,U3,10.0,Moderate,0.5584829540859595
3206,HI,Male,588.0,50,20,U1,20.0,Moderate,1.9805130044186723
3207,CA,Male,599.0,52,6,S1,10.0,Moderate,2.037979428698652
3208,OR,Female,343.0,47,7,S2,13.0,Low,-0.4667232853380062
3209,TN,Female,377.0,76,9,R2,10.0,Low,-0.4395609901889853
3210,MI,Female,595.0,88,15,S1,20.0,Moderate,0.2854816603787692
3211,MI,Female,525.0,73,20,T2,10.0,Moderate,-0.0063463636536754174
3212,CA,Male,435.0,56,17,T2,10.0,Moderate,0.8865266577022777
3213,FL,Male,396.0,32,13,R2,10.0,Low,0.0671888158049577
3214,TN,Female,306.0,84,11,R2,14.0,Low,-0.904147478518596
3215,FL,F,331.0,7,6,C2,7.0,Low,0.2948459141988592
3216,CA,Female,513.0,45,13,U2,20.0,Moderate,0.8940077631584288
3217,CA,Female,409.0,47,9,C2,10.0,Moderate,0.3242287052341788
3218,IL,Female,378.0,40,10,U2,15.0,Low,2.532404508735195
3219,CA,F,483.0,61,7,C1,13.0,Moderate,1.1994583614795873
3220,TX,Female,331.0,64,6,T3,10.0,Low,-1.0475956608562207
3221,OR,Female,603.0,42,4,0,5.0,Moderate,0.14765900345958102
3222,TX,Female,502.0,53,10,S1,10.0,Moderate,-0.03252253604478096
3223,NM,Male,0.0,0,21,T3,25.0,Low,-4.179470003798405
3224,CA,Female,461.0,62,12,U1,12.0,Moderate,1.5674856258475136
3225,MI,Male,618.0,67,15,S1,32.0,Moderate,0.2423207585388045
3226,WI,Male,221.0,48,10,U4,15.0,Low,-1.3089753571834506
3227,LA,Female,251.0,87,4,R3,4.0,Low,-0.813160916914653
3228,KS,Female,363.0,67,16,T2,23.0,Low,-0.8603035232643164
3229,ND,Male,350.0,82,10,R2,10.0,Low,-1.118276260734113
3230,SC,Female,331.0,72,20,T2,5.0,Low,-0.7720480013266909
3231,TX,Female,455.0,77,3,T2,5.0,Moderate,-0.11948971269282307
3232,TX,Female,611.0,51,10,T1,20.0,Moderate,-0.13863809209620834
3233,TX,Male,574.0,55,4,S2,5.0,Moderate,-0.06477440338678568
3234,MO,Male,398.0,80,6,T2,6.0,Moderate,-0.4557999456259804
3235,MI,Female,436.0,83,12,U2,20.0,Moderate,-0.33884926559541734
3236,MO,Male,365.0,61,13,S2,23.0,Low,-0.596420440242757
3237,MO,Female,411.0,84,10,0,32.0,Low,-0.35066089527983985
3238,TX,Female,245.0,80,7,R3,11.0,Low,-1.0339027918531611
3239,CA,Female,340.0,63,25,C2,10.0,Low,0.8714777583088428
3240,FL,F,432.0,21,8,0,7.0,Moderate,-0.08042567142298507
3241,MI,Male,672.0,80,8,S1,12.0,Moderate,0.3140547093213673
3242,AL,F,370.0,92,7,T2,6.0,Moderate,-0.7475000078267908
3243,GA,Male,375.0,75,15,T2,15.0,Low,-0.3625631903321486
3244,MO,F,322.0,81,5,R2,5.0,Low,-1.2336704073404914
3245,CA,Female,447.0,55,5,S2,10.0,Low,1.5608951761308443
3246,IN,Female,343.0,85,5,R3,5.0,Low,-0.9700633928908782
3247,MN,Male,337.0,86,3,R2,5.0,Low,-1.2241720757807828
3248,CA,Male,276.0,35,8,U3,10.0,Low,0.4271508280509399
3249,FL,Male,313.0,21,7,C3,10.0,Low,-0.5864886863707235
3250,WA,Female,249.0,43,9,R2,10.0,Low,-0.9165785806281893
3251,CA,Female,380.0,45,12,T2,10.0,Moderate,0.43140199101560295
3252,NM,Male,378.0,57,8,C2,10.0,Low,-0.01594220155079601
3253,KY,Male,542.0,79,23,T1,36.0,Moderate,0.23759017105088412
3254,CA,Female,487.0,43,5,S2,5.0,Moderate,0.5123658188207655
3255,AR,Male,196.0,76,3,T3,5.0,Low,-1.1124794433742016
3256,MI,Male,441.0,14,21,T2,50.0,Moderate,-0.5037157562462286
3257,FL,Male,414.0,11,9,C2,12.0,Low,-0.05207882265543806
3258,MO,Female,340.0,69,12,R1,15.0,Low,-0.5358921010692261
3259,KS,Female,1078.0,45,23,S1,35.0,High,1.1966075187276868
3260,MN,Female,772.0,66,9,S1,19.0,Moderate,0.4493585363740587
3261,CA,Female,256.0,23,6,C3,10.0,Low,0.7627254782520363
3262,CA,Female,402.0,45,15,U1,35.0,Moderate,1.8463574791772244
3263,ID,Male,323.0,52,10,R2,15.0,Low,-0.5225590833761962
3264,KY,Female,225.0,87,15,R3,10.0,Low,-1.292214762981173
3265,CA,Female,989.0,37,8,0,10.0,High,2.1736767965250894
3266,MI,Female,412.0,77,12,U2,14.0,Moderate,-1.0122830859661125
3267,CA,Male,614.0,44,25,U1,30.0,Moderate,1.854780903099495
3268,OR,Female,240.0,55,9,C3,15.0,Low,-0.9215828086297148
3269,WI,Female,604.0,64,15,S1,15.0,Moderate,0.15636997291470572
3270,KY,Female,205.0,72,3,U4,5.0,Low,-1.0149664700943204
3271,MI,Male,594.0,76,10,T2,13.0,Moderate,-0.1341991240669175
3272,AZ,F,608.0,18,12,S1,18.0,Moderate,0.8376125523695875
3273,CA,Female,630.0,57,4,U1,10.0,Moderate,2.2395961708348597
3274,NC,Female,356.0,59,5,R2,6.0,Low,-0.14012045617570848
3275,FL,Male,290.0,24,11,C2,10.0,Low,-0.501844383129931
3276,NV,Female,321.0,15,6,U3,5.0,Low,-0.20518730812133373
3277,FL,Male,335.0,40,7,S1,5.0,Low,-0.4395609901889853
3278,FL,Male,361.0,24,11,T2,10.0,Low,-0.19748449084367958
3279,GA,Female,420.0,54,10,C2,15.0,Low,-0.45943231548208624
3280,WI,Male,397.0,92,11,T2,20.0,Low,-0.3642710141079584
3281,FL,Male,472.0,13,14,C1,16.0,Low,0.5365713321140001
3282,FL,Female,254.0,25,3,T3,5.0,Low,-0.6429928156410881
3283,CA,Male,733.0,60,11,C1,15.0,Moderate,1.4745863998001525
3284,AR,F,412.0,48,8,T2,20.0,Moderate,-0.4128750013720135
3285,UT,Female,431.0,59,7,U1,10.0,Moderate,-0.2113764117389616
3286,IL,Female,725.0,56,7,S1,8.0,Moderate,1.2947930655000082
3287,WA,Male,439.0,37,15,S2,23.0,Low,-0.06477440338678568
3288,SD,Female,295.0,84,10,R2,15.0,Low,-1.459611271029499
3289,CA,Female,494.0,38,12,T2,13.0,Moderate,1.0609566289433419
3290,IN,Female,455.0,66,12,T2,25.0,Low,0.06325986521858974
3291,CA,Female,257.0,60,17,T2,20.0,Low,-0.360857250123215
3292,WI,Male,545.0,52,10,S1,15.0,Moderate,0.019423865498976185
3293,MI,Female,481.0,88,10,U3,21.0,Moderate,-0.34727696265997876
3294,CA,Male,339.0,59,5,R2,9.0,Low,0.16503690348174133
3295,HI,Male,360.0,15,7,U2,9.0,Low,0.7068577934522481
3296,AR,F,252.0,80,4,R2,5.0,Low,-1.1095906674115588
3297,CA,Female,474.0,36,14,S2,15.0,Moderate,1.601319622358019
3298,CA,F,423.0,56,9,S2,25.0,Moderate,1.1024648013164227
3299,LA,Female,446.0,70,9,S1,15.0,Low,-0.21914670795627844
3300,MO,Female,529.0,80,10,S1,10.0,Moderate,0.08669749211021995
3301,TX,Female,223.0,61,12,C3,15.0,Low,-0.8723433363630371
3302,FL,Female,660.0,21,9,C1,10.0,Moderate,0.7627254782520363
3303,MO,Female,248.0,71,6,T2,10.0,Low,-1.0122830859661125
3304,FL,Female,403.0,37,9,S3,5.0,Low,-0.3338144981388052
3305,MN,Male,359.0,78,9,R2,12.0,Low,-0.6512461744355216
3306,CO,Female,612.0,29,13,S1,16.0,Moderate,0.34996633219657974
3307,OR,Female,419.0,54,30,S2,51.0,Moderate,-0.3676923317317706
3308,MI,Male,578.0,57,12,S1,17.0,Moderate,-0.2458532247969305
3309,CA,Male,423.0,49,13,C2,10.0,Low,0.28202148906498725
3310,CA,Female,574.0,59,5,S1,6.0,Moderate,1.3076751583067114
3311,OR,Female,711.0,35,32,R2,50.0,Moderate,0.653998504967473
3312,CO,Female,197.0,32,3,T2,3.0,Low,-0.7430819643675886
3313,NC,F,635.0,35,11,C1,14.0,Moderate,0.7564993320732516
